CustomerId,CreditScore,Gender,Age,Advisor_Age,Retired,Children(Y/N),InvestmentGoal,Tenure,ModeCommunication,Recency,Frequency,Monetory, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value , Small systematic Risk,Annual Return,Excess Return,Systematic Risk,NumOfProducts,NumberOfClients,PortfolioSize,Financial_lit,rating_trust,other_advisors,rating_knowledge,rating_comm,rating_avail,comments,Exited
15683524,660,0,23,36,0,1,Education,6,skype,5,2,4,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,2,17,90494.72,5,5,0,2,5,2,0.173119081,0
15713532,646,0,29,35,0,1,Short-term,4,skype,3,4,3,1,0,0,0,0,0,0.139,0.01,1.33,1,14,15470.91,5,5,1,1,5,2,0.43116312,0
15719827,767,1,36,60,0,1,Education,3,skype,4,5,5,0,1,0,0,0,0,0.143,0.01,1.17,1,11,65147.27,3,4,1,2,3,1,-0.445498718,0
15578435,640,1,40,54,0,1,Retirement,8,phone,5,2,5,0,0,1,0,0,0,0.173,0.018,1.3,1,9,157886.6,2,3,1,2,3,5,0.647878871,0
15723028,778,1,33,52,0,0,Short-term,1,email,4,2,3,0,0,0,1,0,0,0.096,-0.002,1.39,2,18,85439.73,4,5,1,2,1,1,-0.488689023,0
15595609,679,1,52,37,0,0,Education,9,email,3,3,1,0,0,0,0,1,0,0.096,0.001,1.04,2,14,54038.62,3,5,1,2,2,1,-0.351922754,0
15622443,549,1,31,42,0,0,Retirement,4,email,3,4,4,0,0,0,0,0,1,0.07,-0.005,1.1,2,18,25684.85,4,5,0,3,2,5,0.705985152,0
15579112,598,1,47,39,0,1,Retirement,2,personal,4,3,4,0.5,0.5,0,0,0,0,0.195,0.026,0.97,2,9,186116.54,3,3,1,3,1,5,0.743382337,0
15648479,655,0,45,43,0,1,Education,0,skype,3,2,4,0.5,0,0.5,0,0,0,0.164,0.016,1.32,2,21,166830.71,4,4,1,3,5,1,0.37939624,0
15659234,494,1,30,58,0,0,Education,3,personal,4,3,1,0,0.5,0.5,0,0,0,0.185,0.022,1.06,1,19,27886.06,3,3,0,1,1,1,-0.619591076,0
15811970,653,0,42,56,0,0,Education,1,phone,3,4,5,0.5,0,0,0.5,0,0,0.15,0.015,1.05,2,18,5768.32,5,3,1,1,3,1,-0.662393587,0
15774192,539,0,38,56,0,0,Education,8,phone,1,1,3,0,0.5,0,0.5,0,0,0.159,0.015,1.17,1,12,80575.44,5,1,1,2,1,4,-0.419563219,1
15595136,645,0,37,51,0,1,Retirement,1,personal,2,3,1,0,0,0.5,0.5,0,0,0.17,0.018,1.16,2,19,68987.55,3,5,1,1,4,3,0.613462316,0
15630580,751,1,34,36,0,0,Short-term,9,skype,5,2,2,0.5,0,0,0,0.5,0,0.14,0.011,1.09,2,7,27097.82,4,4,0,1,2,2,-0.376845355,0
15660646,528,1,35,45,0,1,Retirement,3,phone,5,5,2,0,0.5,0,0,0.5,0,0.123,0.008,1.01,1,5,199320.77,3,4,0,2,3,4,0.712678306,0
15614365,696,1,31,36,0,1,Retirement,3,email,2,3,1,0,0,0.5,0,0.5,0,0.145,0.013,1.07,1,25,5566.6,2,3,0,1,3,1,-0.391647755,0
15776128,716,0,44,56,0,0,Education,6,personal,5,4,4,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,1,19,133871.83,3,3,1,3,5,1,0.579508524,0
15787035,602,0,35,40,0,1,Retirement,8,email,2,3,1,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,7,152843.53,2,4,0,2,3,1,-0.590633563,0
15792646,647,0,64,35,1,0,Education,1,email,3,4,5,0,0.5,0,0,0,0.5,0.154,0.017,0.99,1,17,41800.18,4,5,1,2,1,5,0.491218865,0
15726832,850,1,61,35,0,1,Short-term,3,skype,3,5,1,0,0,0.5,0,0,0.5,0.138,0.013,1.04,1,9,92053.75,4,5,0,2,5,5,0.474165492,0
15773260,590,0,32,57,0,0,Retirement,0,skype,3,2,2,0,0,0,0.5,0,0.5,0.101,0.003,1.12,1,8,100717.54,5,4,1,1,1,4,0.258071076,0
15624437,825,0,32,58,0,0,Retirement,1,email,5,2,2,0,0,0,0,0.5,0.5,0.093,0.001,1.01,2,20,42935.15,4,3,1,1,3,3,-0.621380488,0
15717138,850,1,31,55,0,0,Short-term,6,skype,5,2,4,0.333,0.333,0.333,0,0,0,0.192,0.024,1.08,2,18,149170.92,5,4,0,3,2,2,0.525784437,0
15657317,789,0,32,59,0,1,Retirement,7,skype,4,4,5,0.333,0.333,0,0.333,0,0,0.183,0.023,0.98,1,7,107499.39,5,3,1,2,5,5,0.598896511,0
15626948,701,0,42,58,0,0,Education,6,personal,4,3,3,0.333,0,0.333,0.333,0,0,0.164,0.017,1.14,1,10,153342.38,5,4,1,3,3,5,0.812823815,0
15758901,713,0,47,42,0,0,Retirement,1,personal,2,1,1,0,0.333,0.333,0.333,0,0,0.184,0.022,1.07,1,20,107825.08,3,1,1,3,4,2,-0.756059463,1
15777759,570,1,30,52,0,0,Short-term,2,personal,2,2,2,0.333,0.333,0,0,0.333,0,0.147,0.015,0.95,1,7,47952.45,5,3,0,2,5,5,0.384757024,0
15773322,536,0,44,39,0,0,Education,4,personal,5,2,3,0.333,0,0.333,0,0.333,0,0.168,0.017,1.17,1,20,131007.18,2,4,0,1,3,5,0.513286544,0
15697318,771,1,32,52,0,0,Retirement,9,personal,2,5,2,0,0.333,0.333,0,0.333,0,0.146,0.014,0.99,1,25,33143.04,5,3,1,2,3,3,0.573329561,0
15678916,512,0,75,47,1,0,Short-term,2,phone,2,3,4,0.333,0,0,0.333,0.333,0,0.127,0.01,0.99,1,6,123304.62,2,4,0,1,3,4,-0.369012665,0
15632118,698,1,45,41,0,0,Short-term,5,email,3,1,3,0,0.333,0,0.333,0.333,0,0.124,0.007,1.09,1,6,141970.02,4,3,0,3,2,2,-0.563036111,1
15788118,656,1,33,47,0,0,Retirement,7,personal,2,3,5,0,0,0.333,0.333,0.333,0,0.138,0.012,1.04,2,16,37136.15,4,3,0,2,1,2,-0.818577963,0
15788930,761,1,37,54,0,1,Short-term,7,email,5,2,1,0.333,0.333,0,0,0,0.333,0.17,0.024,0.82,1,12,199293.01,5,3,1,2,2,2,-0.469413423,0
15628583,709,0,30,60,0,1,Retirement,5,skype,4,4,4,0.333,0,0.333,0,0,0.333,0.135,0.012,1.07,2,20,161388.22,4,5,0,2,2,4,0.671314589,0
15635177,597,0,66,35,1,1,Short-term,3,skype,3,2,5,0,0.333,0.333,0,0,0.333,0.185,0.024,0.98,1,17,70532.53,3,4,1,2,1,4,-0.210125655,0
15587690,592,1,28,48,0,1,Short-term,2,phone,4,2,2,0.333,0,0,0.333,0,0.333,0.127,0.011,0.94,1,5,144290.25,5,4,0,3,2,1,0.445090885,0
15627630,599,0,41,36,0,0,Retirement,1,personal,2,3,5,0,0.333,0,0.333,0,0.333,0.156,0.017,0.99,2,24,96069.82,5,3,1,2,2,4,0.404525478,0
15610930,572,0,35,38,0,0,Short-term,1,phone,4,2,1,0,0,0.333,0.333,0,0.333,0.157,0.016,1.07,1,25,185662.84,2,3,0,1,5,5,0.245546116,0
15657747,611,0,43,41,0,0,Short-term,9,phone,2,3,2,0.333,0,0,0,0.333,0.333,0.138,0.014,0.96,2,10,17913.25,3,4,0,3,1,2,-0.51837662,0
15568006,634,0,45,43,0,0,Retirement,2,phone,1,2,5,0,0.333,0,0,0.333,0.333,0.138,0.012,0.97,4,7,101039.53,4,1,0,3,4,3,0.762228125,1
15751748,666,1,51,39,0,0,Retirement,2,skype,1,2,4,0,0,0.333,0,0.333,0.333,0.141,0.014,0.95,1,18,156953.54,4,2,0,3,3,4,0.503661512,1
15722212,696,0,41,50,0,1,Education,8,skype,3,2,4,0,0,0,0.333,0.333,0.333,0.09,0,1.13,2,19,28276.83,5,5,1,2,2,3,0.553916306,0
15658670,669,0,38,50,0,1,Education,8,personal,2,3,3,0.25,0.25,0.25,0.25,0,0,0.191,0.024,1.06,2,21,84049.16,2,3,0,1,5,4,0.604474761,0
15761654,726,1,30,49,0,1,Education,8,email,5,2,1,0.25,0.25,0.25,0,0.25,0,0.17,0.019,1.02,1,6,147822.44,5,4,1,1,5,4,0.734746107,0
15812210,497,0,32,50,0,1,Short-term,8,email,2,2,2,0.25,0.25,0,0.25,0.25,0,0.15,0.015,0.98,4,9,9497.99,5,1,1,1,5,3,0.674631484,1
15787051,750,0,39,60,0,1,Education,7,skype,3,4,2,0.25,0,0.25,0.25,0.25,0,0.153,0.015,1.08,1,11,87067.73,5,4,0,1,3,5,0.628011036,0
15642991,850,0,29,40,0,0,Short-term,7,personal,5,2,2,0,0.25,0.25,0.25,0.25,0,0.152,0.014,1.05,2,15,23237.25,3,4,1,3,2,3,0.33534902,0
15713769,617,1,38,48,0,1,Short-term,7,personal,3,4,4,0.25,0.25,0.25,0,0,0.25,0.177,0.023,0.97,1,15,27239.28,5,3,0,2,1,2,-0.516462937,0
15605826,652,1,46,36,0,0,Short-term,10,email,2,1,1,0.25,0.25,0,0.25,0,0.25,0.17,0.023,0.86,3,18,151481.86,3,1,0,1,1,1,-0.456735169,1
15648898,560,0,27,47,0,0,Retirement,7,email,2,4,2,0.25,0,0.25,0.25,0,0.25,0.154,0.017,1.04,1,25,114669.79,4,4,1,2,4,1,0.360787434,0
15705309,629,1,39,50,0,1,Short-term,5,email,2,3,1,0,0.25,0.25,0.25,0,0.25,0.179,0.022,1,2,8,116748.14,2,3,1,2,2,1,-0.538175009,0
15734202,660,0,52,44,0,1,Retirement,4,email,3,3,3,0.25,0.25,0,0,0.25,0.25,0.163,0.021,0.83,1,9,90877.76,3,4,1,2,2,2,-0.487715782,0
15658852,676,1,38,57,0,1,Retirement,8,phone,5,2,3,0.25,0,0.25,0,0.25,0.25,0.153,0.016,1.03,2,22,133692.88,5,5,0,1,5,2,0.558857498,0
15612633,581,1,43,51,0,0,Short-term,9,personal,4,4,3,0,0.25,0.25,0,0.25,0.25,0.164,0.019,0.93,1,15,30662.91,2,3,1,2,2,4,-0.328166141,0
15604818,798,1,34,42,0,0,Short-term,9,email,3,5,1,0.25,0,0,0.25,0.25,0.25,0.129,0.012,0.89,1,20,191395.88,2,5,0,2,4,2,0.569689513,0
15593900,705,1,38,44,0,0,Short-term,1,skype,2,3,2,0,0.25,0,0.25,0.25,0.25,0.14,0.012,1.01,1,24,106648.58,3,4,0,2,5,4,0.559410337,0
15624995,714,0,31,46,0,1,Education,6,phone,4,4,5,0,0,0.25,0.25,0.25,0.25,0.138,0.013,0.97,1,11,50899.91,5,3,0,3,1,4,0.286016958,0
15570087,664,0,44,39,0,0,Education,8,email,2,1,3,0.2,0.2,0.2,0.2,0.2,0,0.172,0.02,1.01,1,20,115452.51,4,1,0,3,3,2,-0.406630427,1
15802617,697,1,43,36,0,0,Retirement,7,phone,3,4,4,0.2,0.2,0.2,0.2,0,0.2,0.181,0.023,0.96,2,25,64139.1,2,5,1,2,3,5,0.182542275,0
15656029,609,1,37,37,0,1,Retirement,6,email,2,4,1,0.2,0.2,0.2,0,0.2,0.2,0.171,0.022,0.94,2,19,22030.72,2,4,0,3,2,5,0.14284186,0
15739194,548,1,38,40,0,1,Short-term,0,personal,2,3,1,0.2,0.2,0,0.2,0.2,0.2,0.153,0.018,0.88,2,17,38434.73,2,5,0,1,4,1,-0.310275404,0
15607275,850,1,39,53,0,0,Short-term,6,personal,1,1,2,0.2,0,0.2,0.2,0.2,0.2,0.156,0.018,0.97,2,24,42774.84,4,2,0,1,3,1,-0.608384933,1
15629475,656,1,41,42,0,0,Education,2,personal,2,2,3,0,0.2,0.2,0.2,0.2,0.2,0.161,0.018,0.98,2,7,158973.77,2,5,0,1,2,3,-0.587973853,0
15635034,727,1,37,46,0,0,Short-term,9,skype,3,2,2,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,1,11,34551.35,3,3,1,1,1,5,-0.431668904,1
15756333,642,0,55,45,0,0,Retirement,7,personal,2,5,4,1,0,0,0,0,0,0.139,0.01,1.33,2,18,101515.76,2,4,0,3,2,4,0.412879674,0
15777436,710,0,31,54,0,1,Education,5,personal,4,2,3,0,1,0,0,0,0,0.143,0.01,1.17,2,23,9561.73,4,3,1,2,5,1,0.464087069,0
15676835,710,1,33,60,0,0,Education,1,email,2,5,3,0,0,1,0,0,0,0.173,0.018,1.3,2,9,168313.17,2,4,0,2,3,1,-0.440470545,0
15574206,718,0,37,58,0,1,Short-term,7,phone,4,5,4,0,0,0,1,0,0,0.096,-0.002,1.39,2,16,55100.09,4,3,0,2,2,2,-0.503590798,0
15613017,586,1,32,56,0,1,Retirement,1,phone,2,3,2,0,0,0,0,1,0,0.096,0.001,1.04,1,11,31830.06,3,5,1,1,2,3,-0.656443298,0
15815131,617,0,36,54,0,0,Short-term,7,personal,3,3,1,0,0,0,0,0,1,0.07,-0.005,1.1,1,25,71519.4,2,5,0,1,3,3,-0.775587949,0
15585455,630,1,28,47,0,0,Short-term,9,personal,3,3,1,0.5,0.5,0,0,0,0,0.195,0.026,0.97,2,7,32599.35,5,5,0,3,2,1,0.253533349,0
15692929,791,0,42,60,0,0,Short-term,10,skype,2,1,2,0.5,0,0.5,0,0,0,0.164,0.016,1.32,2,9,139946.68,4,3,0,3,1,5,0.534146094,1
15758081,673,1,39,42,0,0,Education,8,personal,3,2,2,0,0.5,0.5,0,0,0,0.185,0.022,1.06,1,19,110468.51,5,4,1,1,4,5,0.3477347,0
15667476,477,0,36,51,0,0,Retirement,3,email,5,2,4,0.5,0,0,0.5,0,0,0.15,0.015,1.05,1,17,74042,4,4,1,1,4,2,0.47071707,0
15738248,662,0,37,55,0,1,Education,5,email,3,3,1,0,0.5,0,0.5,0,0,0.159,0.015,1.17,2,5,151871.84,3,5,1,3,3,5,0.683730336,0
15672152,850,1,37,52,0,1,Retirement,9,phone,3,2,5,0,0,0.5,0.5,0,0,0.17,0.018,1.16,1,13,199693.84,5,3,0,1,4,2,0.447502134,1
15673372,635,0,58,49,0,1,Retirement,1,personal,1,2,1,0.5,0,0,0,0.5,0,0.14,0.011,1.09,1,11,58907.08,5,2,1,3,4,5,0.431497511,1
15587611,537,1,59,36,0,1,Short-term,9,email,1,2,3,0,0.5,0,0,0.5,0,0.123,0.008,1.01,2,22,103799.77,4,1,1,3,2,5,0.500428418,1
15803415,579,0,39,56,0,0,Retirement,3,personal,4,2,4,0,0,0.5,0,0.5,0,0.145,0.013,1.07,2,8,93835.64,3,5,0,1,5,1,0.314566856,0
15715673,651,0,46,50,0,1,Retirement,4,skype,2,2,3,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,1,10,156425.57,5,3,0,1,3,2,-0.565697839,1
15655648,610,0,25,58,0,0,Short-term,2,personal,2,4,2,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,10,123723.83,2,5,0,3,1,3,-0.658118889,0
15763613,581,1,30,54,0,0,Retirement,1,email,2,3,5,0,0.5,0,0,0,0.5,0.154,0.017,0.99,2,11,199464.08,2,4,0,3,2,4,0.332450634,0
15660385,592,1,39,49,0,0,Short-term,7,personal,3,5,4,0,0,0.5,0,0,0.5,0.138,0.013,1.04,2,23,83084.33,3,4,1,2,3,5,0.327321608,0
15733261,688,0,35,53,0,0,Short-term,6,email,2,2,1,0,0,0,0.5,0,0.5,0.101,0.003,1.12,1,21,25488.43,4,2,0,2,3,2,-0.472146597,1
15796231,681,0,18,48,0,1,Short-term,1,phone,5,4,3,0,0,0,0,0.5,0.5,0.093,0.001,1.01,1,5,9596.4,2,5,0,1,3,2,-0.496548037,0
15624866,658,1,37,50,0,0,Short-term,3,personal,3,2,4,0.333,0.333,0.333,0,0,0,0.192,0.024,1.08,2,20,70370.24,2,3,1,2,4,3,-0.584986762,0
15623730,792,1,34,44,0,0,Retirement,1,skype,3,3,5,0.333,0.333,0,0.333,0,0,0.183,0.023,0.98,1,13,86330.32,5,4,0,2,4,2,0.452294563,0
15668248,528,0,62,53,1,1,Retirement,7,phone,3,2,1,0.333,0,0.333,0.333,0,0,0.164,0.017,1.14,1,25,168507.68,4,1,1,2,3,1,-0.439744095,1
15694518,624,0,36,55,0,1,Retirement,0,email,3,3,2,0,0.333,0.333,0.333,0,0,0.184,0.022,1.07,2,24,111605.9,5,3,0,2,1,3,-0.481435543,0
15638028,562,1,31,49,0,0,Retirement,4,personal,5,3,2,0.333,0.333,0,0,0.333,0,0.147,0.015,0.95,2,13,143317.42,5,3,1,3,3,5,0.361385233,0
15795895,678,1,36,41,0,0,Retirement,1,personal,2,4,5,0.333,0,0.333,0,0.333,0,0.168,0.017,1.17,2,25,27619.06,2,3,1,1,2,5,-0.530595127,0
15694376,705,0,64,46,1,0,Short-term,3,email,2,2,3,0,0.333,0.333,0,0.333,0,0.146,0.014,0.99,3,7,146573.66,5,3,1,1,4,2,0.441358282,1
15669204,650,1,23,44,0,1,Retirement,4,email,5,3,1,0.333,0,0,0.333,0.333,0,0.127,0.01,0.99,2,21,69055.45,2,5,1,2,5,2,0.662673218,0
15773779,593,0,46,49,0,1,Education,2,email,5,3,4,0,0.333,0,0.333,0.333,0,0.124,0.007,1.09,1,17,54453.72,2,5,1,1,3,3,-0.747920481,0
15580682,652,0,40,43,0,0,Short-term,4,skype,5,5,3,0,0,0.333,0.333,0.333,0,0.138,0.012,1.04,2,17,33524.6,4,4,1,2,5,5,0.393313616,0
15768530,554,0,27,38,0,1,Education,4,personal,4,2,2,0.333,0.333,0,0,0,0.333,0.17,0.024,0.82,2,8,135083.73,2,4,1,1,2,1,-0.57049887,0
15672875,584,1,32,42,0,0,Education,8,phone,5,2,2,0.333,0,0.333,0,0,0.333,0.135,0.012,1.07,1,14,137439.34,3,3,0,1,4,4,0.269414438,0
15617082,516,1,33,44,0,1,Education,7,skype,3,3,2,0,0.333,0.333,0,0,0.333,0.185,0.024,0.98,1,8,11205.5,3,5,0,3,3,1,0.498849718,0
15760514,789,0,43,45,0,1,Short-term,9,phone,4,5,4,0.333,0,0,0.333,0,0.333,0.127,0.011,0.94,2,19,60176.1,5,5,0,1,4,4,0.449424839,0
15761775,598,1,20,52,0,0,Education,8,skype,5,2,1,0,0.333,0,0.333,0,0.333,0.156,0.017,0.99,2,20,29552.7,3,5,0,1,4,3,0.609971826,0
15799964,669,0,30,40,0,0,Short-term,7,phone,3,5,5,0,0,0.333,0.333,0,0.333,0.157,0.016,1.07,1,10,188795.85,5,4,1,3,1,4,0.491306433,0
15693906,645,0,24,38,0,0,Education,3,email,5,2,1,0.333,0,0,0,0.333,0.333,0.138,0.014,0.96,1,20,11638.17,5,5,1,3,3,2,0.227535966,0
15739514,659,0,32,52,0,1,Education,9,email,2,4,4,0,0.333,0,0,0.333,0.333,0.138,0.012,0.97,2,11,93155.75,3,5,1,2,3,1,-0.673865297,0
15756926,833,1,29,56,0,1,Short-term,1,skype,4,5,5,0,0,0.333,0,0.333,0.333,0.141,0.014,0.95,2,17,48986.18,4,3,0,2,1,1,-0.559767149,0
15770984,697,0,40,52,0,0,Retirement,7,personal,3,4,4,0,0,0,0.333,0.333,0.333,0.09,0,1.13,2,12,116951.1,3,5,0,2,4,4,0.450053389,0
15703979,580,1,39,40,0,1,Retirement,3,personal,5,3,3,0.25,0.25,0.25,0.25,0,0,0.191,0.024,1.06,1,12,137041.26,5,3,1,3,4,4,0.527239245,0
15801821,691,1,38,59,0,1,Retirement,1,email,4,5,1,0.25,0.25,0.25,0,0.25,0,0.17,0.019,1.02,2,23,44653.5,2,5,1,1,1,3,-0.266667953,0
15711028,534,1,52,41,0,1,Short-term,1,personal,3,2,3,0.25,0.25,0,0.25,0.25,0,0.15,0.015,0.98,3,12,104035.41,4,1,0,3,2,3,-0.361435851,1
15791842,478,0,32,48,0,0,Education,6,phone,2,5,5,0.25,0,0.25,0.25,0.25,0,0.153,0.015,1.08,1,14,110593.62,2,5,1,2,5,5,0.711907084,0
15746127,572,0,47,45,0,1,Retirement,2,phone,4,2,4,0,0.25,0.25,0.25,0.25,0,0.152,0.014,1.05,2,11,36099.7,2,4,0,2,5,3,0.530697218,0
15663625,501,1,37,48,0,1,Education,4,phone,2,5,3,0.25,0.25,0.25,0,0,0.25,0.177,0.023,0.97,2,7,12470.3,3,5,0,1,4,4,0.420384985,0
15604891,624,0,38,59,0,1,Short-term,8,email,2,5,2,0.25,0.25,0,0.25,0,0.25,0.17,0.023,0.86,2,13,95403.41,4,4,1,1,4,4,0.537443385,0
15589666,595,0,39,58,0,1,Education,9,personal,3,2,5,0.25,0,0.25,0.25,0,0.25,0.154,0.017,1.04,1,6,151757.81,4,3,1,3,3,5,0.643653913,0
15627881,603,1,30,53,0,0,Education,8,phone,2,3,3,0,0.25,0.25,0.25,0,0.25,0.179,0.022,1,2,16,47536.46,5,3,1,1,1,2,-0.532062193,0
15664895,602,0,25,45,0,1,Retirement,0,skype,5,3,4,0.25,0.25,0,0,0.25,0.25,0.163,0.021,0.83,2,19,101274.17,5,4,1,1,2,3,0.832355612,0
15676094,500,0,34,57,0,0,Retirement,6,personal,2,5,2,0.25,0,0.25,0,0.25,0.25,0.153,0.016,1.03,1,22,140268.45,2,5,0,2,5,4,0.422727285,0
15761720,422,1,41,47,0,1,Short-term,6,phone,2,5,4,0,0.25,0.25,0,0.25,0.25,0.164,0.019,0.93,1,6,11663.09,5,5,0,2,5,4,0.713782269,0
15611961,615,1,35,44,0,1,Retirement,7,skype,5,4,1,0.25,0,0,0.25,0.25,0.25,0.129,0.012,0.89,2,21,150784.29,4,4,1,2,1,4,0.713778999,0
15680167,635,0,78,48,1,1,Retirement,6,skype,5,4,5,0,0.25,0,0.25,0.25,0.25,0.14,0.012,1.01,1,17,119400.08,2,3,0,1,3,5,-0.313970082,0
15762543,711,0,32,38,0,0,Retirement,1,personal,5,2,5,0,0,0.25,0.25,0.25,0.25,0.138,0.013,0.97,2,22,126188.42,3,3,1,3,5,1,0.611439932,0
15658475,834,1,36,43,0,1,Education,8,skype,2,1,5,0.2,0.2,0.2,0.2,0.2,0,0.172,0.02,1.01,1,18,89983.02,3,1,0,3,5,2,-0.606779447,1
15779743,633,0,44,44,0,0,Retirement,7,skype,4,5,2,0.2,0.2,0.2,0.2,0,0.2,0.181,0.023,0.96,2,8,29761.29,5,4,0,3,3,5,0.760450469,0
15661532,650,0,31,39,0,1,Education,1,email,4,3,1,0.2,0.2,0.2,0,0.2,0.2,0.171,0.022,0.94,2,13,27073.81,5,3,1,1,4,5,0.699556926,0
15782360,743,1,65,52,1,0,Education,2,phone,1,1,1,0.2,0.2,0,0.2,0.2,0.2,0.153,0.018,0.88,1,12,96399.67,3,3,1,2,5,3,0.55557549,1
15767908,567,1,38,46,0,1,Education,6,personal,5,3,3,0.2,0,0.2,0.2,0.2,0.2,0.156,0.018,0.97,2,12,45422.89,5,3,1,1,5,2,0.405226487,0
15677105,706,0,46,57,0,0,Education,4,personal,1,1,4,0,0.2,0.2,0.2,0.2,0.2,0.161,0.018,0.98,1,12,108699.59,3,2,1,3,5,1,-0.631709766,1
15641474,638,1,46,42,0,1,Retirement,9,email,3,5,3,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,1,13,38967.29,2,3,1,1,2,2,-0.572694147,0
15624451,641,0,38,43,0,0,Short-term,3,personal,4,5,2,1,0,0,0,0,0,0.139,0.01,1.33,2,25,116466.19,5,5,0,3,1,2,0.251616376,0
15577985,574,0,34,41,0,0,Retirement,5,phone,2,5,1,0,1,0,0,0,0,0.143,0.01,1.17,2,6,17993.43,5,5,0,3,3,5,0.28944752,0
15571666,642,1,30,57,0,0,Education,8,email,4,3,4,0,0,1,0,0,0,0.173,0.018,1.3,1,22,43250.54,4,5,0,2,3,2,0.386318254,0
15783691,722,0,35,57,0,0,Short-term,1,phone,2,5,4,0,0,0,1,0,0,0.096,-0.002,1.39,1,14,125240.8,3,5,1,3,1,5,0.614708199,0
15671172,623,1,23,41,0,1,Education,1,skype,2,2,1,0,0,0,0,1,0,0.096,0.001,1.04,2,19,191415.94,3,3,1,2,5,2,0.533623512,0
15731760,681,1,25,38,0,0,Short-term,5,email,2,2,5,0,0,0,0,0,1,0.07,-0.005,1.1,1,8,90860.97,5,5,1,2,4,4,0.587589819,0
15585599,530,0,34,48,0,0,Retirement,8,phone,3,2,2,0.5,0.5,0,0,0,0,0.195,0.026,0.97,2,19,141872.52,2,5,1,2,2,4,0.41636393,0
15784958,797,0,55,49,0,1,Short-term,10,phone,3,2,4,0.5,0,0.5,0,0,0,0.164,0.016,1.32,4,21,49418.87,5,2,1,1,5,3,0.600141733,1
15734524,653,1,51,42,0,1,Short-term,3,personal,1,2,2,0,0.5,0.5,0,0,0,0.185,0.022,1.06,1,12,170426.65,3,3,1,1,3,4,-0.362645936,1
15614103,850,1,42,43,0,1,Retirement,8,personal,2,1,4,0.5,0,0,0.5,0,0,0.15,0.015,1.05,1,20,51016.02,3,1,1,1,2,1,-0.546513979,1
15794895,581,1,34,57,0,1,Short-term,1,email,4,5,2,0,0.5,0,0.5,0,0,0.159,0.015,1.17,2,9,81175.25,2,3,1,2,5,1,-0.384220237,0
15772381,589,1,38,51,0,0,Short-term,8,skype,4,2,2,0,0,0.5,0.5,0,0,0.17,0.018,1.16,1,9,99106.97,5,3,0,1,3,4,0.440415823,0
15710553,555,1,48,41,0,1,Retirement,3,personal,3,5,1,0.5,0,0,0,0.5,0,0.14,0.011,1.09,2,19,79134.78,2,5,1,3,5,3,0.504172174,0
15649292,748,0,49,47,0,0,Short-term,7,personal,1,2,2,0,0.5,0,0,0.5,0,0.123,0.008,1.01,1,19,163550.58,5,2,0,3,2,5,0.290852427,1
15792565,745,0,46,40,0,1,Education,7,skype,3,5,4,0,0,0.5,0,0.5,0,0.145,0.013,1.07,2,18,67769.94,2,5,0,1,4,2,-0.7326969,0
15718245,730,1,34,44,0,0,Retirement,1,personal,2,4,2,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,2,15,126592.01,2,3,0,1,2,3,-0.498934311,0
15703117,565,0,44,40,0,1,Retirement,1,email,5,4,2,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,6,89602.81,5,5,1,1,3,2,0.489513907,0
15758136,778,1,37,52,0,0,Education,3,phone,5,4,1,0,0.5,0,0,0,0.5,0.154,0.017,0.99,1,11,179421.84,4,5,1,2,3,5,0.25207055,0
15799932,812,1,24,57,0,0,Short-term,10,skype,4,3,5,0,0,0.5,0,0,0.5,0.138,0.013,1.04,2,17,156906.15,3,3,1,1,1,2,-0.437660206,0
15633516,526,1,42,39,0,1,Retirement,1,phone,5,4,5,0,0,0,0.5,0,0.5,0.101,0.003,1.12,1,12,168486.02,2,3,0,3,5,2,0.653199857,0
15622532,708,0,47,54,0,1,Short-term,0,phone,2,2,2,0,0,0,0,0.5,0.5,0.093,0.001,1.01,2,19,132730.07,5,1,0,2,1,5,-0.482531342,1
15798960,680,1,33,46,0,1,Retirement,2,personal,2,5,2,0.333,0.333,0.333,0,0,0,0.192,0.024,1.08,1,5,39057.67,2,4,0,2,2,5,0.615363833,0
15698664,567,1,43,54,0,1,Education,2,email,4,3,3,0.333,0.333,0,0.333,0,0,0.183,0.023,0.98,2,11,174606.35,2,5,0,2,2,4,0.535882983,0
15703614,564,1,48,56,0,1,Retirement,5,skype,4,4,3,0.333,0,0.333,0.333,0,0,0.164,0.017,1.14,1,9,79259.77,4,4,1,2,3,2,0.366172542,0
15699195,709,0,24,50,0,1,Short-term,3,personal,4,3,4,0,0.333,0.333,0.333,0,0,0.184,0.022,1.07,1,20,168515.61,2,5,0,3,3,3,0.328142527,0
15710543,629,1,46,45,0,0,Short-term,1,email,1,2,5,0.333,0.333,0,0,0.333,0,0.147,0.015,0.95,1,18,161125.67,5,1,1,2,4,2,-0.581510678,1
